LAMMPS data file via write_data, version 17 Nov 2016, timestep = 168

960 atoms
1 atom types

4.0192030017574998e-01 4.8788322699824732e+01 xlo xhi
4.1768784351372062e-01 5.0702312156486272e+01 ylo yhi
-2.5000000000000000e+01 4.8380000000000003e+01 zlo zhi

Masses

1 12.0107

Atoms # atomic

936 1 4.6369002727423009e+01 2.4163204899216673e+01 0.0000000000000000e+00 0 0 0
2 1 1.6115802863899953e+00 1.1160854224293804e+00 0.0000000000000000e+00 0 0 0
3 1 1.6115802863899962e+00 2.5128805042076441e+00 0.0000000000000000e+00 0 0 0
4 1 4.0192030017831104e-01 3.2112781021365526e+00 0.0000000000000000e+00 0 0 0
5 1 4.0192030017831093e-01 4.6080731839148372e+00 0.0000000000000000e+00 0 0 0
6 1 1.6115802863899971e+00 5.3064707818437515e+00 0.0000000000000000e+00 0 0 0
935 1 4.7578662713618840e+01 2.3464807301279219e+01 0.0000000000000000e+00 0 0 0
50 1 4.0309002587941434e+00 1.1160854224376309e+00 0.0000000000000000e+00 0 0 0
51 1 4.0309002587941407e+00 2.5128805041993920e+00 0.0000000000000000e+00 0 0 0
52 1 2.8212402725983643e+00 3.2112781021368666e+00 0.0000000000000000e+00 0 0 0
53 1 2.8212402725983643e+00 4.6080731839145246e+00 0.0000000000000000e+00 0 0 0
54 1 4.0309002587941407e+00 5.3064707818520001e+00 0.0000000000000000e+00 0 0 0
934 1 4.7578662713618847e+01 2.2068012219501473e+01 0.0000000000000000e+00 0 0 0
98 1 6.4502202515535290e+00 1.1160854366457587e+00 0.0000000000000000e+00 0 0 0
99 1 6.4502202515535316e+00 2.5128804899912569e+00 0.0000000000000000e+00 0 0 0
100 1 5.2405602454185480e+00 3.2112781021239343e+00 0.0000000000000000e+00 0 0 0
101 1 5.2405602454185498e+00 4.6080731839274538e+00 0.0000000000000000e+00 0 0 0
102 1 6.4502202515535316e+00 5.3064707960601325e+00 0.0000000000000000e+00 0 0 0
145 1 7.6598805038499833e+00 4.1768796546039649e-01 0.0000000000000000e+00 0 0 0
146 1 8.8695409009788868e+00 1.1160852814693962e+00 0.0000000000000000e+00 0 0 0
147 1 8.8695409009788833e+00 2.5128806451676224e+00 0.0000000000000000e+00 0 0 0
148 1 7.6598805038499833e+00 3.2112779611765889e+00 0.0000000000000000e+00 0 0 0
149 1 7.6598805038499833e+00 4.6080733248748018e+00 0.0000000000000000e+00 0 0 0
150 1 8.8695409009788833e+00 5.3064706408837710e+00 0.0000000000000000e+00 0 0 0
933 1 4.6369002727423009e+01 2.1369614621564029e+01 0.0000000000000000e+00 0 0 0
194 1 1.1288861159410306e+01 1.1160854224167520e+00 0.0000000000000000e+00 0 0 0
195 1 1.1288861159410306e+01 2.5128805042202575e+00 0.0000000000000000e+00 0 0 0
196 1 1.0079201153275340e+01 3.2112781163529474e+00 0.0000000000000000e+00 0 0 0
197 1 1.0079201153275340e+01 4.6080731696984412e+00 0.0000000000000000e+00 0 0 0
198 1 1.1288861159410306e+01 5.3064707818311332e+00 0.0000000000000000e+00 0 0 0
932 1 4.6369002727423009e+01 1.9972819539802281e+01 0.0000000000000000e+00 0 0 0
242 1 1.3708181132230530e+01 1.1160854224296743e+00 0.0000000000000000e+00 0 0 0
243 1 1.3708181132230536e+01 2.5128805042073457e+00 0.0000000000000000e+00 0 0 0
244 1 1.2498521146034696e+01 3.2112781021448153e+00 0.0000000000000000e+00 0 0 0
245 1 1.2498521146034692e+01 4.6080731839065718e+00 0.0000000000000000e+00 0 0 0
246 1 1.3708181132230536e+01 5.3064707818440473e+00 0.0000000000000000e+00 0 0 0
931 1 4.7578662713618847e+01 1.9274421941864865e+01 0.0000000000000000e+00 0 0 0
290 1 1.6127501104653891e+01 1.1160854224293448e+00 0.0000000000000000e+00 0 0 0
291 1 1.6127501104653891e+01 2.5128805042076787e+00 0.0000000000000000e+00 0 0 0
292 1 1.4917841118439672e+01 3.2112781021365620e+00 0.0000000000000000e+00 0 0 0
293 1 1.4917841118439672e+01 4.6080731839148266e+00 0.0000000000000000e+00 0 0 0
294 1 1.6127501104653884e+01 5.3064707818437169e+00 0.0000000000000000e+00 0 0 0
888 1 4.3949682734663725e+01 2.4163204913424835e+01 0.0000000000000000e+00 0 0 0
338 1 1.8546821077083415e+01 1.1160854224293815e+00 0.0000000000000000e+00 0 0 0
339 1 1.8546821077083415e+01 2.5128805042076441e+00 0.0000000000000000e+00 0 0 0
340 1 1.7337161090869213e+01 3.2112781021365358e+00 0.0000000000000000e+00 0 0 0
341 1 1.7337161090869213e+01 4.6080731839148550e+00 0.0000000000000000e+00 0 0 0
342 1 1.8546821077083415e+01 5.3064707818437515e+00 0.0000000000000000e+00 0 0 0
887 1 4.5159342740798650e+01 2.3464807301292080e+01 0.0000000000000000e+00 0 0 0
386 1 2.0966141049488392e+01 1.1160854224376333e+00 0.0000000000000000e+00 0 0 0
387 1 2.0966141049488385e+01 2.5128805041993898e+00 0.0000000000000000e+00 0 0 0
388 1 1.9756481063292554e+01 3.2112781021368595e+00 0.0000000000000000e+00 0 0 0
389 1 1.9756481063292554e+01 4.6080731839145317e+00 0.0000000000000000e+00 0 0 0
390 1 2.0966141049488392e+01 5.3064707818520027e+00 0.0000000000000000e+00 0 0 0
886 1 4.5159342740798664e+01 2.2068012219488619e+01 0.0000000000000000e+00 0 0 0
434 1 2.3385461042247712e+01 1.1160854366457651e+00 0.0000000000000000e+00 0 0 0
435 1 2.3385461042247719e+01 2.5128804899912507e+00 0.0000000000000000e+00 0 0 0
436 1 2.2175801036112766e+01 3.2112781021239480e+00 0.0000000000000000e+00 0 0 0
437 1 2.2175801036112770e+01 4.6080731839274325e+00 0.0000000000000000e+00 0 0 0
438 1 2.3385461042247712e+01 5.3064707960601369e+00 0.0000000000000000e+00 0 0 0
481 1 2.4595121294544178e+01 4.1768796546041070e-01 0.0000000000000000e+00 0 0 0
484 1 2.4595121294544178e+01 3.2112779611765747e+00 0.0000000000000000e+00 0 0 0
485 1 2.4595121294544178e+01 4.6080733248748169e+00 0.0000000000000000e+00 0 0 0
482 1 2.5804781691673107e+01 1.1160852814693909e+00 0.0000000000000000e+00 0 0 0
483 1 2.5804781691673099e+01 2.5128806451676278e+00 0.0000000000000000e+00 0 0 0
486 1 2.5804781691673099e+01 5.3064706408837647e+00 0.0000000000000000e+00 0 0 0
885 1 4.3949682734663710e+01 2.1369614607355935e+01 0.0000000000000000e+00 0 0 0
530 1 2.8224101950104494e+01 1.1160854224167558e+00 0.0000000000000000e+00 0 0 0
531 1 2.8224101950104490e+01 2.5128805042202544e+00 0.0000000000000000e+00 0 0 0
532 1 2.7014441943969548e+01 3.2112781163529611e+00 0.0000000000000000e+00 0 0 0
533 1 2.7014441943969548e+01 4.6080731696984278e+00 0.0000000000000000e+00 0 0 0
534 1 2.8224101950104494e+01 5.3064707818311385e+00 0.0000000000000000e+00 0 0 0
884 1 4.3949682734663732e+01 1.9972819554010449e+01 0.0000000000000000e+00 0 0 0
580 1 2.9433761936728878e+01 3.2112781021448078e+00 0.0000000000000000e+00 0 0 0
581 1 2.9433761936728878e+01 4.6080731839065807e+00 0.0000000000000000e+00 0 0 0
578 1 3.0643421922924745e+01 1.1160854224296655e+00 0.0000000000000000e+00 0 0 0
579 1 3.0643421922924748e+01 2.5128805042073541e+00 0.0000000000000000e+00 0 0 0
582 1 3.0643421922924748e+01 5.3064707818440375e+00 0.0000000000000000e+00 0 0 0
